8.5	1.30305
11.5	1.39263
10.5	1.36391
12.5	1.4429
9.9	1.34748
7.8	1.28453
6.2	1.24186
1.3	1.13146
8.1	1.30658
9.2	1.33238
3.1	1.1687
10.2	1.35657
7	1.26652
11	1.3842
15	1.51062
1.6	1.13902
2	1.14509
2.7	1.15712
3.1	1.16706
4.2	1.19174
13.3	1.45837
13.9	1.48171
1.8	1.14139
1.5	1.13889
3.6	1.18353
4.6	1.20211
6.6	1.25644

